==============================================
   校长我来当 - 游戏全部文本（平台/工单审核用）
   版本: v3.7 (versionCode 29)
   包名: com.arktools.xiaozhang
3336. "深色文字"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/settings/SettingsScreen.kt
3337. "深造/读研"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
3338. "混合式教学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
3339. "清北"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
3340. "清华/北大"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
3341. "清华大学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
3342. "清洁杂质"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3343. "清空记录"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
3344. "清除"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/student/StudentScreen.kt
3345. "清雅"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
3346. "温度差异"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3347. "游戏交互音效"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/settings/SettingsScreen.kt
3348. "游戏信息"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/settings/SettingsScreen.kt
3349. "游戏化教学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
3350. "游戏存档数据（仅存储在本地设备）"
   来源文件: app/src/main/java/com/arktools/adsdk/ui/PrivacyPolicyDialog.kt
3351. "游戏背景音乐"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/settings/SettingsScreen.kt
3352. "游戏设置"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/menu/MainMenuScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/settings/SettingsScreen.kt
3353. "溶解细胞膜释放DNA"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3354. "满员经营"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
3355. "满意度"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/club/ClubScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/policy/PolicyScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/student/StudentScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
3356. "满级"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/district/DistrictScreen.kt
3357. "满足晋升条件，自动晋级"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/teacherdev/TeacherDevelopmentManager.kt
3358. "满足诉求（花费8万/年，忠诚+25）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3359. "演出活动"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt
3360. "演出结束"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/CulturalFestMiniGame.kt
3361. "演出进行中..."
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/CulturalFestMiniGame.kt
3362. "演讲比赛特等奖"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
3363. "激进"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/ranking/RankingScreen.kt
3364. "激进扩张"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
3365. "激进课改方案"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3366. "濒临危机"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/FactionManager.kt
3367. "濒临破产后恢复到正数"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
3368. "火山喷发模拟"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3369. "火箭班"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Course.kt
3370. "火箭速度"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
3371. "灵感"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt, app/src/main/java/com/arktools/xiaozhang/ui/event/EventViewModel.kt
3372. "灵感爆发"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
3373. "灵猿辅导"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/repository/StockRepositoryImpl.kt, app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
3374. "点不了"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/seasonal/SeasonalViewModel.kt
3375. "点亮每一颗星"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
3376. "点击"
   来源文件: app/src/main/java/com/arktools/adsdk/ui/PrivacyPolicyDialog.kt
3377. "点击「教研」看看有什么可以研究"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/tutorial/TutorialManager.kt
3378. "点击下方步骤添加到这里"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/ScienceFairMiniGame.kt
3379. "点击两个节目交换位置（🎯最佳位置表现更好）："
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/CulturalFestMiniGame.kt
3380. "点击右下角按钮招聘教师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
3381. "点击对手查看详情"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/ranking/RankingScreen.kt
3382. "点击底部「教学」标签"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/tutorial/TutorialManager.kt
3383. "点击底部「教师」标签"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/tutorial/TutorialManager.kt
3384. "点击查看"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
3385. "点击继续"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/tutorial/TutorialOverlay.kt
3386. "点击继续 >"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/tutorial/TutorialOverlay.kt
3387. "点击课程格子可调课"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/timetable/TimetableScreen.kt
3388. "点击进入各功能模块"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
3389. "热心企业赞助"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3390. "热水器批量故障"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
3391. "热爱教育"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/TeacherTrait.kt
3392. "热爱阅读和写作的同学们想聚在一起交流文学"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
3393. "热爱音乐的同学想一起练习和创作"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
3394. "然而这件事不知怎么传到了家长耳中，'学校财务有问题'的传言开始流传。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
3395. "燕"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
3396. "爆笑校园"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3397. "爱心故事传播"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3398. "牛市行情"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/StockEventGenerator.kt
3399. "物理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Course.kt
3400. "物理教师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Teacher.kt
3401. "物理竞赛"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Course.kt
3402. "特此申请，恳请批准。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
3403. "特殊项目"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teaching/TeachingScreen.kt
3404. "特级教师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/teacherdev/TeacherDevelopmentManager.kt
3405. "特级教师/教育家型教师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
3406. "特色课程走红"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3407. "特色项目"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/studentlife/StudentLifeScreen.kt
3408. "状态"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/facility/FacilityScreen.kt
3409. "状态正常，按策略稳步发展"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/ranking/RankingScreen.kt
3410. "狡猾"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
3411. "独栋带花园，周末烧烤好去处"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
3412. "猎头S池"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherViewModel.kt
3413. "猿辅导"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
3414. "王"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/repository/TeacherRepositoryImpl.kt, app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
3415. "王丽"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/scholarship/ScholarshipManager.kt
3416. "王五"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/scholarship/ScholarshipManager.kt
3417. "王先生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/parent/ParentSatisfactionManager.kt
3418. "王校长"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3419. "王牌替补"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/minigame/MiniGameModels.kt
3420. "环境不错，课程设计合理。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
3421. "环节详情"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/DebateMiniGame.kt
3422. "现代教育技术应用"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/teacherdev/TeacherDevelopmentManager.kt
3423. "现在图书馆借书只能借两周，根本看不完，建议延长到一个月，方便同学们多读书。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/suggestion/SuggestionBoxManager.kt
3424. "现在需要决定后续的善后方案："
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
3425. "现场情绪激动，已经影响到其他学生正常入校。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
3426. "现金余额"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/report/ReportScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/report/ReportViewModel.kt
3427. "现金余额趋势"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/report/ReportScreen.kt
3428. "现金储备"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/report/ReportScreen.kt
3429. "玲"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/repository/TeacherRepositoryImpl.kt, app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
3430. "班主任对我家孩子有偏见，经常无故批评"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/parent/ParentSatisfactionManager.kt
3431. "班主任报告有学生出现严重心理问题，情绪低落、不愿上课。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
3432. "班型总数决定全校招生容量上限（每年招入约1/3新生）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teaching/TeachingScreen.kt
3433. "班级"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/district/DistrictViewModel.kt, app/src/main/java/com/arktools/xiaozhang/ui/ranking/RankingScreen.kt
3434. "班级五维均值"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/student/StudentScreen.kt
3435. "班级人数过多且纪律松散，出现学生间矛盾冲突。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/ClassManager.kt
3436. "班级学生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/student/StudentScreen.kt
3437. "班级指标"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/student/StudentScreen.kt
3438. "班级氛围很好，同学关系融洽。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
3439. "班级管理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/student/StudentScreen.kt
3440. "班风"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/student/StudentScreen.kt
3441. "理想"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
3442. "理科"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt, app/src/main/java/com/arktools/xiaozhang/domain/model/Course.kt
3443. "理科加成"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/facility/FacilityScreen.kt
3444. "理科班占比"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teaching/TeachingScreen.kt
3445. "理财产品推荐"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3446. "理财顾问"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
3447. "琳"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/repository/TeacherRepositoryImpl.kt, app/src/main/java/com/arktools/xiaozhang/domain/engine/ConnectionManager.kt
3448. "瑞祥"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Student.kt
3449. "生"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/report/ReportViewModel.kt
3450. "生效中"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/research/ResearchScreen.kt
3451. "生活设施"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/studentlife/StudentLifeScreen.kt
3452. "生源"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/gameover/GameOverDialog.kt, app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
3453. "生源枯竭，教室空无一人"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameOverDetector.kt
3454. "生源竞争加剧"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3455. "生物"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Course.kt
3456. "生物教师"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Teacher.kt
3457. "生病"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/StudentAttributes.kt
3458. "生长素分布不均"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3459. "生长素的不均匀分布才是根本原因"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3460. "用个人积蓄支付（个人资金-8万）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3461. "用个人资金享受生活（不违规，但来源可疑时容易被举报）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
3462. "用化学反应模拟火山喷发"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3463. "用回形针测试吸附力"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3464. "用思维导图梳理知识结构"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
3465. "用故事包装知识点，增强记忆"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeachingMethodEntity.kt, app/src/main/java/com/arktools/xiaozhang/data/repository/ResearchRepositoryImpl.kt
3466. "用科技浇灌智慧"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/competitor/Competitor.kt
3467. "用竹签挑起白色絮状DNA"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3468. "用遮光箱制造单侧光源"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3469. "用闲钱赚更多"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt
3470. "田径破校记录"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
3471. "由班主任兼任（声誉+100）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3472. "申请贷款（资金+20万，未来还款压力增大）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3473. "电磁铁与永磁铁的最大区别是什么？"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3474. "电视广告"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Marketing.kt
3475. "画展获全市好评"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
3476. "画架和画板需要补充"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/PressureSystemManager.kt
3477. "留存加成"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/scholarship/ScholarshipScreen.kt
3478. "留存影响"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/studentlife/StudentLifeScreen.kt
3479. "略低于市场价，流动率较高"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/policy/SchoolPolicyManager.kt
3480. "疫情期间在线教育需求激增，相关公司业绩暴涨！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/StockEventGenerator.kt
3481. "疲劳"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt, app/src/main/java/com/arktools/xiaozhang/domain/model/StudentAttributes.kt, app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherViewModel.kt
3482. "疲劳从低到高"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherViewModel.kt
3483. "疲劳度"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
3484. "疲劳降低"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/facility/FacilityScreen.kt
3485. "疾控中心建议密切关注，如果确认为甲流可能需要停课。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/CrisisScenarioManager.kt
3486. "痛定思痛，从此清廉（理想值+20）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3487. "登峰造极"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
3488. "登录 TapTap 账号开始游戏"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/login/TapTapLoginScreen.kt
3489. "登录已取消"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/login/TapTapLoginScreen.kt
3490. "登录服务不可用，请安装或更新 TapTap 客户端"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/login/TapTapLoginScreen.kt
3491. "百人天团"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
3492. "百科全书"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
3493. "盈利可观"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
3494. "监管收紧"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/StockEventGenerator.kt
3495. "监管收紧融资渠道，市场资金面紧张。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/StockEventGenerator.kt
3496. "盛大"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/seasonal/SeasonalActivityManager.kt
3497. "盛大举办（费用×3.0，收益×2.2）"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
3498. "目前没有被发现，但证据留下了..."
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
3499. "直击对方漏洞"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/minigame/MiniGameModels.kt
3500. "相声"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3501. "省厅专家组实地考核，教学成果全省领先"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameBalanceConfig.kt
3502. "省学科奥林匹克"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt
3503. "省属本科院校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/GaoKaoCalculator.kt
3504. "省戏剧节"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt
3505. "省教育研究院"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt
3506. "省机器人挑战赛"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt
3507. "省级"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/clubactivity/ClubActivityManager.kt
3508. "省级示范"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
3509. "省级示范学校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameBalanceConfig.kt
3510. "省重点辩论社"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3511. "看广告双倍收益"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
3512. "看广告翻倍"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
3513. "看视频免除处罚"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventDialog.kt
3514. "看视频双倍奖励"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventDialog.kt
3515. "看重数据和事实依据"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
3516. "督察太频繁/查了一次一直查"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/government/GovernmentInspectionManager.kt
3517. "督导员"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Principal.kt
3518. "知名企业"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/employment/EmploymentMarket.kt
3519. "知名学校"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/reputation/ReputationManager.kt
3520. "知名投行发布看好在线教育研报，板块集体上涨！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/StockEventGenerator.kt
3521. "知名艺术家"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
3522. "知情人暗示"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/EventGenerator.kt
3523. "知道了"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventDialog.kt, app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
3524. "短板"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/reputation/ReputationScreen.kt
3525. "研发"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
3526. "研发效率"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/facility/FacilityScreen.kt
3527. "研究"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
3528. "研究分"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/conference/ConferenceScreen.kt
3529. "研究助理"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
3530. "研究员"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt
3531. "研究天数"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/research/ResearchScreen.kt
3532. "研究完成！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/research/ResearchScreen.kt
3533. "研究成本"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/research/ResearchScreen.kt
3534. "研究成果"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt
3535. "研究投入"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/finance/FinancialReportManager.kt
3536. "研究经费"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/finance/FinancialReportManager.kt
3537. "研究进度"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/research/ResearchScreen.kt
3538. "研究项目入选国赛"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/club/ClubManager.kt
3539. "破产"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/gameover/GameOverDialog.kt
3540. "破产警告！"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
3541. "破土动工"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
3542. "确定"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/alumni/AlumniScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/components/PixelComponents.kt, app/src/main/java/com/arktools/xiaozhang/ui/main/MainScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
3543. "确定要删除该存档吗？"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/settings/SettingsScreen.kt
3544. "确定要退出游戏吗？游戏进度会自动保存。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/main/MainScreen.kt
3545. "确认"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
3546. "确认买入"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/stock/StockScreen.kt
3547. "确认删除"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/save/SaveScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/settings/SettingsScreen.kt
3548. "确认删除存档"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/save/SaveScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/settings/SettingsScreen.kt
3549. "确认加载"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/save/SaveScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/settings/SettingsScreen.kt
3550. "确认加载存档"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/save/SaveScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/settings/SettingsScreen.kt
3551. "确认卖出"
